# vm_axis_plan.tsv —— CMF-03_A §2（只出 plan，不填）。每列＝一條 TC × 其 PC 所載之一個配置軸。
# **不作「PROXI 值 → 該 TC 適用與否」之判定**，三台之值只並列。Dec 與 PROXI Read 不一致者兩值並列。
# literal_match：該台之 PROXI label 字面出現於該 PC 行者列其名；否則 none。
# 出處：features/comfort/docs/reports/proxi_axis_values.tsv（CMF-02 §5-1，唯讀）。
tc_id	req_id	axis	proxi_parameter	pc_line_verbatim	proxi_Promaster	proxi_Toro	proxi_Fastback	literal_match
NR1L-ComfortHMI-160	SWE1-HVAC-013-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-161	SWE1-HVAC-013-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-161	SWE1-HVAC-013-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-161	SWE1-HVAC-013-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-162	SWE1-HVAC-013-04	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-162	SWE1-HVAC-013-04	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-162	SWE1-HVAC-013-04	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-163	SWE1-HVAC-017-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-163	SWE1-HVAC-017-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-163	SWE1-HVAC-017-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-164	SWE1-HVAC-017-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-164	SWE1-HVAC-017-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-164	SWE1-HVAC-017-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-165	SWE1-HVAC-021-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-165	SWE1-HVAC-021-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-165	SWE1-HVAC-021-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-166	SWE1-HVAC-021-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-166	SWE1-HVAC-021-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-166	SWE1-HVAC-021-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-167	SWE1-HVAC-084	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-167	SWE1-HVAC-084	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-167	SWE1-HVAC-084	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-168	SWE1-HVAC-085	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-168	SWE1-HVAC-085	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-168	SWE1-HVAC-085	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-169	SWE1-HVAC-086-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-170	SWE1-HVAC-086-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-171	SWE1-HVAC-087-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-172	SWE1-HVAC-087-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-173	SWE1-HVAC-088	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-173	SWE1-HVAC-088	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-173	SWE1-HVAC-088	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-174	SWE1-HVAC-089	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-174	SWE1-HVAC-089	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-174	SWE1-HVAC-089	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-175	SWE1-HVAC-090-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-176	SWE1-HVAC-090-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-177	SWE1-HVAC-091	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-177	SWE1-HVAC-091	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-177	SWE1-HVAC-091	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-178	SWE1-HVAC-092	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-178	SWE1-HVAC-092	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-178	SWE1-HVAC-092	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-179	SWE1-HVAC-093	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-179	SWE1-HVAC-093	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-179	SWE1-HVAC-093	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-180	SWE1-HVAC-094	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-180	SWE1-HVAC-094	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-180	SWE1-HVAC-094	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-181	SWE1-HVAC-095-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-182	SWE1-HVAC-095-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-183	SWE1-HVAC-097	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-183	SWE1-HVAC-097	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-183	SWE1-HVAC-097	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-184	SWE1-HVAC-100-01	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-185	SWE1-HVAC-100-02	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
NR1L-ComfortHMI-186	SWE1-HVAC-100-03	EMEA ICS	(無 PROXI 參數)	The vehicle is not an EMEA ICS vehicle, whose climate interface is specified separately in chapter 16	(無 PROXI 參數)	(無 PROXI 參數)	(無 PROXI 參數)	none
NR1L-ComfortHMI-187	SWE1-HVAC-101-01	knob 型態	Climate_Panel_Type	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=7 (No knobs)	Dec=6 (3 knobs) / PROXI Read=(empty)	Dec=0 (Only blower knob) / PROXI Read=7	none
NR1L-ComfortHMI-187	SWE1-HVAC-101-01	ICS	Integrated_Climate_Touchscreen	The vehicle does not have 3 knob HVAC controls with ICS, for which no HVAC screens or pop ups are displayed	Dec=1 (Present)	Dec=1 (Present) / PROXI Read=(empty)	Dec=1 (Present)	none
