B	_seq	_src	C	D	G	H	I	J	K	L	M	N	P	R	AA	AH	F
380	404	vf230_batch03.json	SWITCH 3 Power Mode	SWE1-VC-SWITCH3PowerMode-040	Vehicle Setting	Auxiliary Switches	"When the HMI receives the IGNITION or BATTERY value via signal $IPC_VEHICLE_SETUP2.AUX3_PWRMD$, the HMI shall display the corresponding SWITCH 3 Power Mode status on the display within the defined system response time.

(read the Vehicle Settings menu and check that the SWITCH 3 Power Mode setting is displayed as Ignition -> The SWITCH 3 Power Mode setting is displayed as Ignition)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP2.AUX3_PWRMD = one of [0 (Ignition), 1 (Battery)]	"1. Send CAN: IPC_VEHICLE_SETUP2.AUX3_PWRMD = 1 (Battery)
2. Send CAN: IPC_VEHICLE_SETUP2.AUX3_PWRMD = 0 (Ignition)
3. Read the Vehicle Settings menu and check that the SWITCH 3 Power Mode setting is displayed as Ignition"	"1. IPC_VEHICLE_SETUP2.AUX3_PWRMD = 1 (Battery) is sent
2. IPC_VEHICLE_SETUP2.AUX3_PWRMD = 0 (Ignition) is sent
3. The SWITCH 3 Power Mode setting is displayed as Ignition"	VF230_V1_PDT27_VF_6128	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu	"Upstream Verification Criteria: In which scenario the IPC_VEHICLE_SETUP2.AUX3_PWRMD signal will be received is not clear
Upstream Verification Method: In which scenario the IPC_VEHICLE_SETUP2.AUX3_PWRMD signal will be received is not clear"	
381	405	vf230_batch03.json	Headlights Off Delay	SWE1-VC-HeadlightsOffDelay-013	Vehicle Setting	Daytime Lighting	"HMI receives the value as 0sec via signal, $TELEMATIC_VEHICLE_SETUP.HeadlightsOffDelay_Req$ Then HMI shall display the Headlights Off Delay status as 90 Seconds.

(read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 90sec -> The Headlights Off Delay setting is displayed as 90sec)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Headlights Off Delay"" customer setting is set to 0sec"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Headlights Off Delay"" customer setting to 90sec and check that TELEMATIC_VEHICLE_SETUP.HeadlightsOffDelay_Req = 3 (90sec) is transmitted
3. Read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 90sec"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.HeadlightsOffDelay_Req = 3 (90sec) is sent
3. The Headlights Off Delay setting is displayed as 90sec"	VF230_V1_PHDCC27_VF_5697	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
382	406	vf230_batch03.json	Auto Unlock on Exit	SWE1-VC-AutoUnlockonExit-040	Vehicle Setting	Driver Convenience	"If $Auto_Door_Unlock_Menu$ = [Absent], the LTM or ETM shall not display the Auto Unlock on Exit customer setting.

(read the Vehicle Settings menu and check that the ""Auto Unlock on Exit"" customer setting is not displayed -> The ""Auto Unlock on Exit"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Auto_Door_Unlock_Menu$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Auto Unlock on Exit"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Auto Unlock on Exit"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_2276	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
383	407	vf230_batch03.json	Signature Lighting	SWE1-VC-SignatureLighting-021	Vehicle Setting	Lane and Lighting	"The HMI layer shall evaluate the received Signature_Lighting PROXI value to determine Signature_Lighting feature availability.If $Signature_Lighting$ = [Absent], the LTM or ETM shall not display the Signature Lighting customer setting.

(read the Vehicle Settings menu and check that the ""Signature Lighting"" customer setting is not displayed -> The ""Signature Lighting"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Signature_Lighting$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Signature Lighting"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Signature Lighting"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_6962	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
384	408	vf230_batch03.json	Power Unit	SWE1-VC-PowerUnit-013	Vehicle Setting	Measurement Units	"HMI receives the value as kW (kilowatt) via signal, $TELEMATIC_VEHICLE_SETUP.HP_Unit_Req$ Then HMI shall display the Power Unit status as kW.

(read the Vehicle Settings menu and check that the Power Unit setting is displayed as kW -> The Power Unit setting is displayed as kW)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""Power Unit"" customer setting is set to HP"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""Power Unit"" customer setting to kW and check that TELEMATIC_VEHICLE_SETUP.HP_Unit_Req = 1 (kW) is transmitted
3. Read the Vehicle Settings menu and check that the Power Unit setting is displayed as kW"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_VEHICLE_SETUP.HP_Unit_Req = 1 (kW) is sent
3. The Power Unit setting is displayed as kW"	VF230_V1_PHDCC27_VF_5684	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
385	409	vf230_batch03.json	Tire Fill Alert	SWE1-VC-TireFillAlert-020	Vehicle Setting	Suspension and Comfort	"HMI receives the value as Absent via signal, $Selectable_Tire_Fill_Alert$, Then HMI shall not display the Tire Fill Alert customer setting in the Vehicle Settings menu.

(read the Vehicle Settings menu and check that the ""Tire Fill Alert"" customer setting is not displayed -> The ""Tire Fill Alert"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $Selectable_Tire_Fill_Alert$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Tire Fill Alert"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Tire Fill Alert"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_3564	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
386	410	vf230_batch03.json	Trailer Number	SWE1-VC-TrailerNumber-060	Vehicle Setting	Trailer and Signage	"When the HMI receives the value Present via signal, $CAN_Node_95_ITBM_ITCM$, Then the HMI shall display the Trailer Number customer setting in the Vehicle Settings menu and allow the customer to modify the setting.

(select the ""Trailer Number"" customer setting and check that its value can be changed -> The value of the ""Trailer Number"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $CAN node 95 (ITBM/ITCM)$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Trailer Number"" customer setting is displayed
4. Select the ""Trailer Number"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Trailer Number"" customer setting is displayed
4. The value of the ""Trailer Number"" customer setting can be changed"	VF230_V1_PDT27_VF_6498	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
387	411	vf230_batch03.json	Surround View Camera Guidelines	SWE1-VC-SurroundViewCameraGuidelines-059	Vehicle Setting	Units and Cameras	"If $Surround_View_Camera$ = [Absent], the LTM or ETM shall not display the Surround View Camera Guidelines customer setting.

(read the Vehicle Settings menu and check that the ""Surround View Camera Guidelines"" customer setting is not displayed -> The ""Surround View Camera Guidelines"" customer setting is not displayed)"	"1. The HU is in the Full-Operation state
2. PROXI $SVC_SK_PRSNT (Surround_View_Camera)$ is set to ""Absent"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Surround View Camera Guidelines"" customer setting is not displayed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Surround View Camera Guidelines"" customer setting is not displayed"	VF230_V1_PHDCC27_VF_3603	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
388	412	vf230_batch03.json	Paddle Shifter	SWE1-VC-PaddleShifter-014	Vehicle Setting	Approach and Tailgate	"When the LTM or ETM receives the value via signal, $IPC_VEHICLE_SETUP.Paddle_Shifter$, Then the LTM or ETM shall update the Paddle Shifter setting status information on the display within the defined system response time.

(read the Vehicle Settings menu and check that the Paddle Shifter setting is displayed as Off -> The Paddle Shifter setting is displayed as Off)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.Paddle_Shifter = one of [0 (Off), 1 (On)]	"1. Send CAN: IPC_VEHICLE_SETUP.Paddle_Shifter = 1 (On)
2. Send CAN: IPC_VEHICLE_SETUP.Paddle_Shifter = 0 (Off)
3. Read the Vehicle Settings menu and check that the Paddle Shifter setting is displayed as Off"	"1. IPC_VEHICLE_SETUP.Paddle_Shifter = 1 (On) is sent
2. IPC_VEHICLE_SETUP.Paddle_Shifter = 0 (Off) is sent
3. The Paddle Shifter setting is displayed as Off"	VF230_V1_PDT27_VF_5850	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
389	413	vf230_batch03.json	SWITCH 4 Power Mode	SWE1-VC-SWITCH4PowerMode-042	Vehicle Setting	Auxiliary Switches	"HMI receives the value as IGNITION via signal, $TELEMATIC_FD_1.AUX4_PWRMD_Req$ Then HMI shall display the SWITCH 4 Power Mode status as IGNITION.

(read the Vehicle Settings menu and check that the SWITCH 4 Power Mode setting is displayed as Ignition -> The SWITCH 4 Power Mode setting is displayed as Ignition)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The ""SWITCH 4 Power Mode"" customer setting is set to Battery"	NA	"1. Open the Vehicle Settings menu and wait until it is fully rendered
2. Set the ""SWITCH 4 Power Mode"" customer setting to Ignition and check that TELEMATIC_FD_1.AUX4_PWRMD_Req = 0 (Ignition) is transmitted
3. Read the Vehicle Settings menu and check that the SWITCH 4 Power Mode setting is displayed as Ignition"	"1. The Vehicle Settings menu is displayed
2. TELEMATIC_FD_1.AUX4_PWRMD_Req = 0 (Ignition) is sent
3. The SWITCH 4 Power Mode setting is displayed as Ignition"	VF230_V1_PDT27_VF_6129	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
390	414	vf230_batch03.json	Headlights Off Delay	SWE1-VC-HeadlightsOffDelay-014	Vehicle Setting	Daytime Lighting	"The update of Headlights Off Delay setting information is displayed .

(read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 0sec -> The Headlights Off Delay setting is displayed as 0sec)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	NA	"1. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec)
2. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 0 (0sec)
3. Read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 0sec"	"1. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec) is sent
2. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 0 (0sec) is sent
3. The Headlights Off Delay setting is displayed as 0sec"	VF230_V1_PHDCC27_VF_5702	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
391	415	vf230_batch03.json	Headlights Off Delay	SWE1-VC-HeadlightsOffDelay-014	Vehicle Setting	Daytime Lighting	"The update of Headlights Off Delay setting information is displayed .

(read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 30sec -> The Headlights Off Delay setting is displayed as 30sec)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	NA	"1. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec)
2. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec)
3. Read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 30sec"	"1. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec) is sent
2. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec) is sent
3. The Headlights Off Delay setting is displayed as 30sec"	VF230_V1_PHDCC27_VF_5702	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
392	416	vf230_batch03.json	Headlights Off Delay	SWE1-VC-HeadlightsOffDelay-014	Vehicle Setting	Daytime Lighting	"The update of Headlights Off Delay setting information is displayed .

(read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 60sec -> The Headlights Off Delay setting is displayed as 60sec)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	NA	"1. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec)
2. Send CAN: IPC_VEHICLE_SETUP.HeadlightsOffDelay = 2 (60sec)
3. Read the Vehicle Settings menu and check that the Headlights Off Delay setting is displayed as 60sec"	"1. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 1 (30sec) is sent
2. IPC_VEHICLE_SETUP.HeadlightsOffDelay = 2 (60sec) is sent
3. The Headlights Off Delay setting is displayed as 60sec"	VF230_V1_PHDCC27_VF_5702	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
393	417	vf230_batch03.json	Auto Unlock on Exit	SWE1-VC-AutoUnlockonExit-041	Vehicle Setting	Driver Convenience	"If $Auto_Door_Unlock_Menu$ = [Present], the LTM or ETM shall display the Auto Unlock on Exit customer setting to allow the customer the ability to modify the setting.

(select the ""Auto Unlock on Exit"" customer setting and check that its value can be changed -> The value of the ""Auto Unlock on Exit"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Auto_Door_Unlock_Menu$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Auto Unlock on Exit"" customer setting is displayed
4. Select the ""Auto Unlock on Exit"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Auto Unlock on Exit"" customer setting is displayed
4. The value of the ""Auto Unlock on Exit"" customer setting can be changed"	VF230_V1_PHDCC27_VF_5729	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
394	418	vf230_batch04.json	Signature Lighting	SWE1-VC-SignatureLighting-022	Vehicle Setting	Lane and Lighting	"If $Signature_Lighting$ = [Present], the HMI shall display the Signature Lighting customer setting to allow the customer to modify the setting.

(select the ""Signature Lighting"" customer setting and check that its value can be changed -> The value of the ""Signature Lighting"" customer setting can be changed)"	"1. The HU is in the Full-Operation state
2. PROXI $Signature_Lighting$ is set to ""Present"""	NA	"1. Power cycle the HU
2. Open the Vehicle Settings menu and wait until it is fully rendered
3. Read the Vehicle Settings menu and check that the ""Signature Lighting"" customer setting is displayed
4. Select the ""Signature Lighting"" customer setting and check that its value can be changed"	"1. The HU completes start-up
2. The Vehicle Settings menu is displayed
3. The ""Signature Lighting"" customer setting is displayed
4. The value of the ""Signature Lighting"" customer setting can be changed"	VF230_V1_PHDCC27_VF_6963	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
395	419	vf230_batch04.json	Power Unit	SWE1-VC-PowerUnit-014	Vehicle Setting	Measurement Units	"When the HMI receives the HP, PS, or kW value via signal $IPC_VEHICLE_SETUP.HP_Unit$, the HMI shall display the corresponding Power Unit status on the display

(read the Vehicle Settings menu and check that the Power Unit setting is displayed as HP -> The Power Unit setting is displayed as HP)"	"1. The HU is in the Full-Operation state
2. FD-CAN8 is connected to the bus simulator with signal tracing enabled
3. The Vehicle Settings menu is open"	IPC_VEHICLE_SETUP.HP_Unit = one of [0 (HP), 1 (kW), 2 (PS)]	"1. Send CAN: IPC_VEHICLE_SETUP.HP_Unit = 1 (kW)
2. Send CAN: IPC_VEHICLE_SETUP.HP_Unit = 0 (HP)
3. Read the Vehicle Settings menu and check that the Power Unit setting is displayed as HP"	"1. IPC_VEHICLE_SETUP.HP_Unit = 1 (kW) is sent
2. IPC_VEHICLE_SETUP.HP_Unit = 0 (HP) is sent
3. The Power Unit setting is displayed as HP"	VF230_V1_PHDCC27_VF_5685	P1	等價劃分 (Equivalence Partitioning, EP)	PeiPYHsu		
